state,F7,F3,P7,O1,O2,P8,AF4
unfocussed,3815.633012820513,5068.333333333334,4261.971153846154,3932.347756410257,3632.279647435898,4219.667467948719,3973.092948717949
unfocussed,3925.4607371794878,4976.594551282052,4209.48717948718,4147.103365384616,3965.6129807692314,4143.100961538462,4021.9791666666674
unfocussed,4033.521634615385,4955.204326923077,4260.757211538462,4358.18108974359,4165.881410256411,4138.389423076924,4145.633012820514
unfocussed,4023.890224358975,4984.202724358975,4288.485576923077,4383.938301282052,4113.693910256411,4172.904647435898,4150.496794871796
unfocussed,3982.780448717949,5022.560096153847,4294.607371794872,4353.974358974359,4067.8405448717954,4196.278044871796,4114.158653846154
unfocussed,3965.592948717949,5041.879006410257,4304.475160256411,4294.034455128206,3991.8549679487187,4213.661858974359,4112.9286858974365
unfocussed,3954.935897435898,5031.510416666667,4313.661858974359,4294.827724358975,3979.995993589744,4204.8557692307695,4128.052884615385
unfocussed,3977.728365384616,5035.448717948719,4311.101762820514,4323.954326923077,4001.967147435898,4202.339743589744,4127.896634615385
unfocussed,3984.0945512820517,5037.283653846154,4310.653044871796,4323.902243589744,4021.009615384616,4200.99358974359,4128.822115384616
unfocussed,3976.3661858974365,5038.906250000001,4298.914262820514,4303.577724358975,4023.133012820513,4191.786858974359,4140.152243589744
unfocussed,3846.258012820513,5062.2235576923085,4269.811698717949,4071.1418269230776,3786.0336538461543,4192.011217948719,4085.5969551282055
unfocussed,3805.264423076924,5031.550480769231,4213.509615384616,4070.1842948717954,3848.3854166666674,4166.137820512821,3984.9919871794878
unfocussed,3990.777243589744,4984.250801282052,4242.371794871796,4318.052884615385,4126.153846153847,4136.690705128206,4129.162660256411
unfocussed,4045.677083333334,5003.914262820514,4301.870993589744,4352.319711538462,4118.201121794872,4176.630608974359,4209.815705128206
unfocussed,3965.0160256410263,5042.760416666667,4313.890224358975,4251.530448717949,3934.48717948718,4199.927884615385,4175.320512820514
unfocussed,3842.239583333334,5082.548076923077,4296.386217948719,4116.306089743591,3794.467147435898,4189.591346153847,4101.750801282052
unfocussed,4011.9310897435903,5026.161858974359,4290.060096153847,4324.306891025642,4127.828525641026,4147.075320512821,4108.4495192307695
unfocussed,4059.819711538462,5037.119391025642,4317.864583333334,4370.769230769231,4135.524839743591,4181.622596153847,4134.062500000001
unfocussed,3997.8125000000005,5044.599358974359,4326.883012820514,4311.562500000001,4048.477564102565,4195.58092948718,4136.245993589744
unfocussed,3976.642628205129,5060.693108974359,4335.508814102564,4265.164262820514,3970.749198717949,4209.583333333334,4131.790865384616
unfocussed,3836.302083333334,5073.593750000001,4283.0849358974365,4150.809294871796,3800.5649038461543,4179.038461538462,4021.274038461539
unfocussed,3970.444711538462,5015.464743589744,4271.097756410257,4298.938301282052,4085.4607371794878,4134.202724358975,4065.5168269230776
unfocussed,4052.6722756410263,5010.204326923077,4293.681891025642,4329.358974358975,4121.746794871796,4159.715544871796,4141.546474358975
unfocussed,3935.989583333334,5066.8349358974365,4315.296474358975,4166.690705128206,3851.2820512820517,4194.979967948719,4092.836538461539
unfocussed,3884.483173076924,5075.160256410257,4295.552884615385,4064.0104166666674,3866.6065705128212,4177.007211538462,3994.923878205129
unfocussed,4065.0881410256416,4973.024839743591,4245.889423076924,4271.2099358974365,4174.0224358974365,4109.447115384616,4074.5232371794878
unfocussed,4065.933493589744,5017.956730769231,4260.693108974359,4308.421474358975,4132.435897435898,4133.141025641026,4107.051282051282
unfocussed,4026.213942307693,5010.048076923078,4294.154647435898,4322.091346153847,4069.2668269230776,4157.964743589744,4104.246794871796
unfocussed,4031.7508012820517,5029.370993589744,4308.469551282052,4338.509615384616,4067.536057692308,4181.947115384616,4113.377403846154
unfocussed,3879.5793269230776,5070.721153846154,4321.7548076923085,4137.2235576923085,3834.9879807692314,4213.048878205129,4071.6506410256416
unfocussed,3874.8317307692314,5029.0224358974365,4269.282852564103,4171.975160256411,3932.2355769230776,4165.372596153847,3963.233173076924
unfocussed,4060.1642628205136,4988.377403846154,4270.11217948718,4331.225961538462,4135.665064102564,4141.3661858974365,4073.9142628205136
unfocussed,4069.170673076924,5029.174679487181,4314.863782051282,4354.787660256411,4108.573717948719,4172.175480769231,4153.545673076924
unfocussed,3976.911057692308,5045.132211538462,4313.149038461539,4288.3173076923085,4031.286057692308,4178.697916666667,4108.060897435898
unfocussed,3935.520833333334,5039.014423076924,4301.013621794872,4252.247596153847,4028.657852564103,4176.04967948718,4048.165064102565
unfocussed,4016.9190705128212,5045.869391025642,4312.003205128206,4307.812500000001,4077.5961538461543,4189.755608974359,4133.858173076924
unfocussed,4022.7524038461543,5056.602564102564,4325.905448717949,4330.280448717949,4077.2075320512827,4191.590544871796,4122.5360576923085
unfocussed,4016.021634615385,5070.196314102564,4339.815705128206,4327.0432692307695,4078.870192307693,4212.291666666667,4124.731570512821
unfocussed,4002.45592948718,5058.205128205129,4320.805288461539,4326.14983974359,4082.4038461538466,4209.563301282052,4081.1097756410263
unfocussed,3966.117788461539,5042.628205128206,4301.554487179488,4287.724358974359,4014.058493589744,4180.9735576923085,4046.4142628205136
unfocussed,3777.76842948718,5072.920673076924,4298.120993589744,4068.405448717949,3743.4935897435903,4211.582532051282,3959.07451923077
unfocussed,3912.0713141025644,4965.096153846154,4266.546474358975,4199.599358974359,4022.5480769230776,4140.797275641026,4013.445512820513
unfocussed,4081.4142628205136,4974.719551282052,4284.014423076924,4360.729166666667,4153.401442307692,4134.903846153847,4134.771634615385
unfocussed,4079.631410256411,5036.806891025642,4309.238782051282,4353.758012820514,4116.141826923077,4177.676282051282,4174.306891025642
unfocussed,3879.739583333334,5106.446314102564,4325.392628205129,4118.970352564103,3832.1314102564106,4233.810096153847,4059.927884615385
unfocussed,3926.955128205129,5029.066506410257,4280.064102564103,4199.17467948718,4014.9318910256416,4144.903846153847,4034.3229166666674
unfocussed,4104.635416666667,4996.842948717949,4286.562500000001,4338.145032051282,4180.649038461539,4130.300480769231,4158.221153846154
unfocussed,4094.226762820513,5041.770833333334,4318.589743589744,4356.025641025642,4126.482371794872,4171.141826923077,4208.517628205129
unfocussed,3936.4743589743593,5067.371794871796,4316.20592948718,4205.857371794872,3953.1330128205136,4197.091346153847,4098.894230769231
unfocussed,3988.717948717949,5030.9495192307695,4305.524839743591,4300.080128205129,4071.6185897435903,4168.721955128206,4103.882211538462
unfocussed,4069.5112179487182,5060.725160256411,4310.280448717949,4360.208333333334,4112.820512820514,4183.970352564103,4152.331730769231
unfocussed,4021.097756410257,5098.409455128206,4323.229166666667,4331.650641025642,3954.947916666667,4209.455128205129,4121.586538461539
unfocussed,3959.098557692308,5066.093750000001,4294.138621794872,4290.384615384616,3972.696314102565,4173.693910256411,4064.270833333334
unfocussed,4017.508012820513,5068.4735576923085,4313.321314102564,4316.274038461539,4141.726762820514,4176.141826923077,4143.032852564103
unfocussed,4017.932692307693,5085.929487179488,4327.251602564103,4316.390224358975,4097.475961538462,4194.383012820514,4172.235576923077
unfocussed,4014.515224358975,5091.806891025642,4334.807692307693,4318.657852564103,4077.608173076924,4211.406250000001,4175.657051282052
unfocussed,4004.8157051282055,5083.357371794872,4330.993589743591,4314.631410256411,4065.520833333334,4203.701923076924,4157.788461538462
unfocussed,3969.3910256410263,5061.722756410257,4313.405448717949,4296.943108974359,4035.9975961538466,4186.778846153847,4129.619391025642
unfocussed,3975.32451923077,5060.328525641026,4316.67467948718,4289.278846153847,4043.1410256410263,4191.943108974359,4143.509615384616
unfocussed,3724.298878205129,5075.332532051283,4307.335737179487,4062.584134615385,3733.257211538462,4216.698717948719,4070.9855769230776
unfocussed,3805.3605769230776,5010.969551282052,4241.390224358975,4159.947916666667,3983.5817307692314,4137.131410256411,4006.694711538462
unfocussed,4053.529647435898,4973.116987179488,4253.353365384616,4320.0360576923085,4163.020833333334,4110.492788461539,4118.153044871796
unfocussed,4071.3100961538466,5008.533653846154,4288.369391025642,4340.745192307693,4101.001602564103,4139.963942307693,4154.471153846154
unfocussed,4032.6722756410263,5045.264423076924,4300.813301282052,4311.546474358975,4064.5753205128212,4170.220352564103,4153.954326923077
unfocussed,4005.7251602564106,5057.351762820514,4302.988782051282,4298.930288461539,4040.6810897435903,4187.239583333334,4155.781250000001
unfocussed,4008.401442307693,5069.086538461539,4314.046474358975,4304.226762820514,4063.39342948718,4193.141025641026,4164.523237179487
unfocussed,3933.7940705128212,5101.642628205129,4334.891826923077,4217.776442307692,3899.7636217948725,4213.842147435898,4151.891025641026
unfocussed,3703.8862179487187,5084.258814102564,4295.825320512821,4051.9431089743593,3721.490384615385,4210.264423076924,3989.9439102564106
unfocussed,3944.202724358975,4942.323717948719,4232.175480769231,4263.02483974359,4131.125801282052,4086.201923076924,4045.152243589744
unfocussed,4107.876602564103,4971.947115384616,4280.2724358974365,4373.898237179487,4196.085737179487,4109.206730769231,4162.684294871796
unfocussed,4087.9567307692314,5033.922275641026,4307.439903846154,4348.333333333334,4119.639423076924,4132.636217948719,4168.457532051282
unfocussed,4019.058493589744,5088.249198717949,4327.952724358975,4298.70592948718,4000.9455128205136,4163.064903846154,4171.626602564103
unfocussed,3899.7035256410263,5101.570512820514,4319.64342948718,4249.290865384616,3842.972756410257,4170.0360576923085,4127.167467948719
unfocussed,3845.1722756410263,5156.554487179488,4343.209134615385,4086.2500000000005,3922.6963141025644,4235.080128205129,4079.4511217948725
unfocussed,3885.0560897435903,5067.447916666667,4264.475160256411,4152.175480769231,4080.89342948718,4183.177083333334,3957.3918269230776
unfocussed,4102.163461538462,4977.852564102564,4255.364583333334,4345.73717948718,4181.029647435898,4093.677884615385,4111.943108974359
unfocussed,4125.176282051282,5030.833333333334,4301.133814102564,4372.580128205129,4107.812500000001,4136.137820512821,4213.016826923077
unfocussed,4051.233974358975,5121.710737179488,4354.226762820514,4337.467948717949,4047.3437500000005,4219.555288461539,4191.690705128206
unfocussed,3894.5312500000005,5154.559294871796,4350.040064102564,4200.412660256411,3863.874198717949,4249.763621794872,4081.915064102565
unfocussed,3931.9310897435903,5049.419070512821,4290.649038461539,4216.698717948719,3957.51201923077,4158.273237179487,4127.411858974359
unfocussed,4086.5504807692314,5010.833333333334,4265.865384615385,4336.686698717949,4195.0360576923085,4134.038461538462,4200.000000000001
unfocussed,4069.1065705128212,5028.854166666667,4295.42467948718,4343.305288461539,4134.671474358975,4173.978365384616,4185.008012820514
unfocussed,4045.5969551282055,5065.89342948718,4326.879006410257,4339.943910256411,4087.7163461538466,4208.970352564103,4202.748397435898
unfocussed,3988.5376602564106,5078.798076923077,4339.350961538462,4309.150641025642,4073.589743589744,4228.822115384616,4179.479166666667
unfocussed,3950.4887820512827,5036.967147435898,4294.851762820514,4283.774038461539,4034.499198717949,4182.2235576923085,4128.036858974359
unfocussed,3988.161057692308,5030.488782051283,4292.439903846154,4287.504006410257,4026.586538461539,4153.910256410257,4149.587339743591
unfocussed,3991.7868589743593,5037.696314102564,4304.290865384616,4277.175480769231,4038.657852564103,4163.858173076924,4150.232371794872
unfocussed,4003.6658653846157,5066.049679487181,4327.736378205129,4301.947115384616,3997.5440705128212,4192.29967948718,4154.571314102564
unfocussed,3857.5320512820517,5062.191506410257,4315.7411858974365,4244.791666666667,3831.9511217948725,4182.075320512821,4065.464743589744
unfocussed,3860.8854166666674,5133.361378205129,4370.004006410257,4103.177083333334,3909.17467948718,4259.627403846154,4071.798878205129
unfocussed,3906.36217948718,5110.592948717949,4302.936698717949,4100.789262820514,4087.848557692308,4253.285256410257,3944.5232371794878
unfocussed,4115.364583333334,4954.651442307693,4222.944711538462,4305.476762820514,4273.806089743591,4093.529647435898,3838.004807692308
unfocussed,4128.733974358975,4982.644230769231,4278.08092948718,4347.7724358974365,4172.6682692307695,4125.05608974359,4048.4535256410263
unfocussed,4048.3413461538466,5010.697115384616,4287.86858974359,4325.721153846154,4080.0000000000005,4146.029647435898,4145.464743589744
unfocussed,3971.6586538461543,5050.248397435898,4311.7548076923085,4306.6786858974365,3951.979166666667,4186.666666666667,4134.623397435898
unfocussed,3910.6850961538466,5026.542467948719,4288.497596153847,4270.2724358974365,3951.3782051282055,4158.104967948719,4040.6810897435903
unfocussed,3952.1875000000005,5048.741987179488,4319.010416666667,4254.659455128206,4055.120192307693,4176.778846153847,4145.396634615385
unfocussed,3998.9543269230776,5032.191506410257,4304.571314102564,4309.739583333334,4092.660256410257,4165.452724358975,4131.582532051282
unfocussed,4034.182692307693,5048.766025641026,4309.935897435898,4325.492788461539,4086.714743589744,4173.253205128206,4117.29967948718
unfocussed,4027.608173076924,5075.108173076924,4329.122596153847,4328.481570512821,4071.5544871794878,4197.656250000001,4146.766826923077
unfocussed,3996.1498397435903,5067.588141025642,4326.462339743591,4306.862980769231,4052.4038461538466,4203.717948717949,4147.259615384616
unfocussed,3959.5592948717954,5083.177083333334,4336.169871794872,4293.665865384616,3981.490384615385,4213.7620192307695,4093.5336538461543
unfocussed,3895.0600961538466,5009.5673076923085,4290.989583333334,4270.572916666667,3952.463942307693,4173.946314102564,3973.91826923077
unfocussed,3956.702724358975,5044.122596153847,4315.4286858974365,4215.616987179487,3947.5600961538466,4188.056891025642,4093.8862179487187
unfocussed,3807.2836538461543,5098.657852564103,4309.194711538462,4076.374198717949,3854.7636217948725,4231.646634615385,3975.180288461539
unfocussed,4005.7732371794878,4963.469551282052,4215.913461538462,4276.826923076924,4186.125801282052,4073.389423076924,4019.0224358974365
unfocussed,4091.6907051282055,4972.816506410257,4260.1682692307695,4318.297275641026,4179.270833333334,4090.9855769230776,4133.870192307693
unfocussed,4037.191506410257,4999.531250000001,4272.664262820514,4301.338141025642,4083.7660256410263,4133.798076923077,4112.367788461539
unfocussed,4002.896634615385,5017.984775641026,4286.702724358975,4322.532051282052,4043.5256410256416,4163.253205128206,4109.6474358974365
unfocussed,4001.670673076924,5041.806891025642,4305.344551282052,4316.806891025642,4053.834134615385,4186.61858974359,4142.255608974359
unfocussed,4005.32451923077,5067.151442307693,4320.789262820514,4316.979166666667,4050.4567307692314,4199.907852564103,4141.125801282052
unfocussed,3995.8854166666674,5081.045673076924,4331.850961538462,4317.576121794872,4040.9535256410263,4220.384615384616,4134.771634615385
unfocussed,3979.0785256410263,5062.195512820514,4311.113782051282,4308.173076923077,4024.907852564103,4201.734775641026,4115.492788461539
unfocussed,3986.1618589743593,5058.517628205129,4310.572916666667,4295.448717948719,4045.0200320512827,4188.257211538462,4146.169871794872
unfocussed,3997.3597756410263,5059.2307692307695,4321.438301282052,4313.750000000001,4052.9887820512827,4196.153846153847,4126.314102564103
unfocussed,4011.0336538461543,5063.345352564103,4318.637820512821,4316.5985576923085,4059.046474358975,4201.117788461539,4126.322115384616
unfocussed,3877.508012820513,5098.429487179488,4336.274038461539,4160.344551282052,3823.8100961538466,4245.833333333334,4084.2187500000005
unfocussed,3723.7099358974365,5034.471153846154,4270.6610576923085,4075.745192307693,3833.802083333334,4204.939903846154,3839.411057692308
unfocussed,3965.600961538462,4946.7548076923085,4166.069711538462,4285.336538461539,4168.409455128206,4063.774038461539,3934.7836538461543
unfocussed,4085.7732371794878,4941.879006410257,4243.0849358974365,4339.290865384616,4147.840544871796,4101.338141025642,4135.220352564103
unfocussed,4061.3381410256416,5008.657852564103,4292.7724358974365,4341.8870192307695,4078.8060897435903,4166.4182692307695,4163.157051282052
unfocussed,3970.072115384616,5117.391826923077,4357.604166666667,4221.790865384616,3907.848557692308,4272.135416666667,4164.234775641026
unfocussed,3855.709134615385,5182.6682692307695,4269.579326923077,4033.2251602564106,3867.8285256410263,4292.648237179487,3934.711538461539
unfocussed,4070.6250000000005,5019.891826923077,4197.588141025642,4151.790865384616,4142.7724358974365,4059.222756410257,4021.322115384616
unfocussed,4143.938301282052,4941.065705128206,4258.133012820514,4344.635416666667,4244.002403846154,4033.7419871794878,4220.813301282052
unfocussed,4090.9254807692314,5007.696314102564,4322.291666666667,4381.582532051282,4130.625000000001,4160.568910256411,4287.163461538462
unfocussed,3868.1169871794878,5110.705128205129,4321.274038461539,4243.481570512821,3889.5472756410263,4266.177884615385,4176.081730769231
unfocussed,3946.742788461539,4985.596955128206,4251.883012820514,4309.346955128206,4069.8918269230776,4135.657051282052,4133.377403846154
unfocussed,4075.532852564103,5018.778044871796,4302.528044871796,4355.620993589744,4110.376602564103,4162.756410256411,4220.26842948718
unfocussed,3966.3381410256416,5120.184294871796,4355.641025641026,4246.995192307693,3975.885416666667,4266.98717948718,4198.938301282052
unfocussed,3843.7660256410263,5057.640224358975,4255.641025641026,4174.8036858974365,3959.5312500000005,4217.816506410257,4037.9286858974365
unfocussed,4055.3125000000005,4964.939903846154,4279.607371794872,4299.615384615385,4112.083333333334,4142.972756410257,4208.169070512821
unfocussed,4096.766826923077,5030.472756410257,4344.170673076924,4338.217147435898,4088.5817307692314,4193.661858974359,4292.844551282052
unfocussed,4017.2075320512827,5037.227564102564,4336.290064102564,4314.346955128206,4036.995192307693,4193.533653846154,4259.038461538462
unfocussed,3980.0160256410263,5038.457532051283,4322.524038461539,4315.989583333334,4017.2195512820517,4197.491987179487,4240.825320512821
unfocussed,3928.441506410257,5140.857371794872,4391.482371794872,4266.185897435898,4052.151442307693,4293.790064102564,4247.61217948718
unfocussed,3786.314102564103,5100.945512820514,4284.6474358974365,4136.750801282052,3863.4375000000005,4287.908653846154,3959.014423076924
unfocussed,4023.8461538461543,4926.173878205129,4220.649038461539,4288.485576923077,4127.123397435898,4080.540865384616,4105.841346153847
unfocussed,4115.048076923077,5022.047275641026,4330.2724358974365,4358.309294871796,4137.3557692307695,4158.970352564103,4307.187500000001
unfocussed,4050.7612179487187,5063.313301282052,4352.752403846154,4355.785256410257,4073.2291666666674,4222.119391025642,4302.516025641026
unfocussed,3989.0945512820517,5045.544871794872,4327.892628205129,4328.529647435898,4017.7604166666674,4208.096955128206,4250.629006410257
unfocussed,3973.8381410256416,5032.191506410257,4325.420673076924,4322.528044871796,4003.717948717949,4200.392628205129,4266.915064102564
unfocussed,3897.8325320512827,5126.117788461539,4392.944711538462,4248.245192307693,3878.9383012820517,4296.586538461539,4243.9423076923085
unfocussed,3811.838942307693,5061.758814102564,4289.695512820514,4185.929487179487,3915.5128205128212,4202.019230769231,4053.5937500000005
unfocussed,4023.08092948718,4946.181891025642,4262.055288461539,4313.677884615385,4146.979166666667,4086.714743589744,4203.750000000001
unfocussed,4065.4967948717954,4982.351762820514,4307.940705128206,4323.7620192307695,4108.5536858974365,4147.864583333334,4287.908653846154
unfocussed,4023.7379807692314,5019.4110576923085,4331.943108974359,4322.720352564103,4047.111378205129,4190.512820512821,4248.313301282052
unfocussed,3908.4294871794878,5076.907051282052,4366.466346153847,4245.536858974359,4029.0905448717954,4269.535256410257,4221.891025641026
unfocussed,3884.907852564103,4966.794871794872,4282.119391025642,4275.657051282052,3992.8565705128212,4156.197916666667,4134.739583333334
unfocussed,4027.4799679487187,4995.869391025642,4311.762820512821,4323.850160256411,4014.1386217948725,4148.217147435898,4226.762820512821
unfocussed,3935.9655448717954,5131.963141025642,4380.148237179487,4226.454326923077,3914.7556089743593,4273.23717948718,4259.014423076924
unfocussed,3821.754807692308,5076.398237179488,4293.810096153847,4147.548076923077,3935.9855769230776,4220.132211538462,4129.214743589744
unfocussed,4062.2756410256416,4950.092147435898,4265.496794871796,4307.752403846154,4108.116987179487,4122.219551282052,4189.298878205129
unfocussed,4084.0344551282055,4978.4495192307695,4299.262820512821,4322.195512820514,4083.9543269230776,4165.540865384616,4230.941506410257
unfocussed,4044.2508012820517,5017.524038461539,4324.623397435898,4324.775641025642,4064.5312500000005,4208.826121794872,4248.217147435898
unfocussed,3981.0857371794878,5072.367788461539,4355.785256410257,4281.903044871796,3960.420673076924,4248.589743589744,4254.503205128206
unfocussed,3780.905448717949,5142.331730769231,4334.975961538462,4062.8565705128212,3851.20592948718,4337.047275641026,4072.6482371794878
unfocussed,3956.558493589744,4947.940705128206,4191.903044871796,4214.867788461539,4115.052083333334,4094.2748397435903,4031.4342948717954
unfocussed,4130.977564102564,4952.363782051283,4283.229166666667,4355.941506410257,4167.1995192307695,4118.437500000001,4279.463141025642
unfocussed,4077.776442307693,4953.501602564103,4325.592948717949,4332.676282051282,4076.04967948718,4185.108173076924,4295.092147435898
unfocussed,3996.330128205129,5029.350961538462,4350.068108974359,4313.181089743591,3992.624198717949,4228.737980769231,4264.731570512821
unfocussed,3943.5376602564106,5002.027243589744,4302.624198717949,4304.847756410257,4005.0881410256416,4181.919070512821,4214.0985576923085
unfocussed,3943.209134615385,5057.475961538462,4351.786858974359,4257.820512820514,3935.0480769230776,4251.161858974359,4251.157852564103
unfocussed,3808.9062500000005,5003.978365384616,4256.1057692307695,4173.221153846154,3937.660256410257,4203.854166666667,4027.467948717949
unfocussed,4036.402243589744,4907.1995192307695,4250.717147435898,4320.945512820514,4129.883814102564,4113.0048076923085,4179.475160256411
unfocussed,4088.257211538462,4978.70592948718,4318.008814102564,4345.841346153847,4110.120192307693,4174.182692307693,4288.685897435898
unfocussed,4001.2780448717954,5045.132211538462,4351.790865384616,4308.205128205129,3992.5440705128212,4224.262820512821,4248.86217948718
unfocussed,3899.983974358975,5045.4286858974365,4332.0673076923085,4264.218750000001,3995.0440705128212,4252.295673076924,4128.169070512821
unfocussed,3873.8982371794878,4888.389423076924,4228.221153846154,4207.9286858974365,3996.029647435898,4184.246794871796,4097.652243589744
unfocussed,4049.767628205129,4909.0745192307695,4272.243589743591,4318.076923076924,4076.173878205129,4145.560897435898,4218.625801282052
unfocussed,4045.036057692308,5000.092147435898,4314.158653846154,4304.515224358975,4043.6979166666674,4176.490384615385,4229.2307692307695
unfocussed,3987.2035256410263,5034.318910256411,4322.816506410257,4299.010416666667,4020.717147435898,4196.458333333334,4233.625801282052
unfocussed,3947.035256410257,5073.169070512821,4331.963141025642,4286.750801282052,4008.8862179487187,4217.195512820514,4222.832532051282
unfocussed,3846.9631410256416,5143.930288461539,4353.525641025642,4231.514423076924,3832.3878205128212,4280.564903846154,4125.709134615386
unfocussed,3848.092948717949,4967.648237179488,4179.555288461539,4180.813301282052,3973.373397435898,4086.6185897435903,3934.5913461538466
unfocussed,4075.873397435898,4963.673878205129,4245.144230769231,4313.133012820514,4120.961538461539,4076.530448717949,4179.695512820514
unfocussed,4076.999198717949,5032.475961538462,4315.588942307693,4326.622596153847,4084.0024038461547,4174.535256410257,4246.20592948718
unfocussed,4022.123397435898,5058.649839743591,4332.516025641026,4314.563301282052,4051.2940705128212,4217.688301282052,4153.417467948719
unfocussed,3986.9631410256416,5063.886217948719,4325.460737179487,4298.902243589744,4017.4038461538466,4204.931891025642,4198.481570512821
unfocussed,3897.475961538462,5127.1995192307695,4352.095352564103,4274.675480769231,3906.3862179487187,4252.011217948719,4194.395032051282
unfocussed,3896.6105769230776,5023.012820512821,4261.806891025642,4296.390224358975,3963.9943910256416,4143.297275641026,4042.7924679487187
unfocussed,4060.2123397435903,5028.758012820514,4309.391025641026,4323.425480769231,4104.042467948719,4162.784455128206,4197.219551282052
unfocussed,4053.6338141025644,5054.258814102564,4332.231570512821,4314.370993589744,4076.2860576923085,4196.810897435898,4253.914262820514
unfocussed,4044.583333333334,5100.3245192307695,4348.076923076924,4341.666666666667,4073.413461538462,4235.416666666667,4220.328525641026
unfocussed,3977.327724358975,5128.798076923078,4360.596955128206,4309.667467948719,3997.624198717949,4245.136217948719,4221.658653846154
unfocussed,3774.1225961538466,5097.600160256411,4236.173878205129,4164.431089743591,3882.536057692308,4193.325320512821,4061.5785256410263
unfocussed,3893.6378205128212,5077.996794871796,4289.795673076924,4181.125801282052,3916.4663461538466,4176.83092948718,4160.016025641026
unfocussed,3868.677884615385,5047.231570512821,4249.515224358975,4060.0480769230776,3984.9599358974365,4148.481570512821,4100.040064102564
unfocussed,4125.068108974359,4932.427884615386,4209.951923076924,4275.340544871796,4233.0048076923085,4057.82451923077,4237.271634615385
unfocussed,4157.115384615385,5004.635416666667,4312.736378205129,4339.843750000001,4178.521634615386,4160.5048076923085,4294.495192307693
unfocussed,4057.916666666667,5040.452724358975,4323.64983974359,4313.8661858974365,4069.014423076924,4197.596153846154,4217.315705128206
unfocussed,4009.8717948717954,5057.608173076924,4335.444711538462,4312.095352564103,4034.983974358975,4209.058493589744,4196.406250000001
unfocussed,3899.142628205129,5149.695512820514,4376.646634615385,4237.479967948719,3931.354166666667,4313.946314102564,4158.261217948719
unfocussed,3839.170673076924,5014.399038461539,4257.808493589744,4256.406250000001,3946.1217948717954,4205.020032051282,4003.9383012820517
unfocussed,4010.853365384616,4961.8349358974365,4247.359775641026,4302.996794871796,4056.4062500000005,4111.810897435898,4030.1282051282055
unfocussed,4108.938301282052,5010.024038461539,4321.694711538462,4316.294070512821,4114.326923076924,4154.951923076924,4170.83733974359
unfocussed,4044.995993589744,5062.748397435898,4336.822916666667,4307.756410256411,4062.339743589744,4198.477564102564,4202.528044871796
unfocussed,3933.601762820513,5071.842948717949,4314.198717948719,4282.5360576923085,4011.57451923077,4219.366987179487,4105.240384615385
unfocussed,3989.7756410256416,5024.883814102564,4304.062500000001,4300.492788461539,4004.0625000000005,4177.720352564103,4161.20592948718
unfocussed,3990.6570512820517,5109.919871794872,4382.804487179488,4258.7099358974365,4030.4847756410263,4265.412660256411,4242.291666666667
unfocussed,3816.802884615385,5049.286858974359,4299.899839743591,4160.629006410257,3984.026442307693,4245.388621794872,4053.5737179487187
unfocussed,4011.826923076924,4959.102564102564,4235.396634615385,4299.467147435898,3996.0817307692314,4102.76842948718,4131.117788461539
unfocussed,4080.821314102565,5024.663461538462,4306.498397435898,4337.5360576923085,4027.5881410256416,4156.157852564103,4231.854967948719
unfocussed,4041.566506410257,5070.088141025642,4341.3661858974365,4320.841346153847,4030.8253205128212,4215.713141025642,4236.879006410257
unfocussed,3745.0480769230776,5179.479166666667,4314.943910256411,4086.7467948717954,3798.245192307693,4313.381410256411,3922.9407051282055
unfocussed,3918.5376602564106,4939.3349358974365,3973.802083333334,4142.103365384616,4046.646634615385,3990.3325320512827,3892.624198717949
unfocussed,4155.649038461539,4969.370993589744,4184.851762820514,4318.060897435898,4219.066506410257,4049.8998397435903,4227.359775641026
unfocussed,4118.301282051282,5000.132211538462,4305.360576923077,4332.708333333334,4141.1298076923085,4152.696314102564,4269.863782051282
unfocussed,4025.1282051282055,5005.536858974359,4320.224358974359,4304.034455128206,4044.495192307693,4177.367788461539,4217.027243589744
unfocussed,3971.5705128205136,5065.084134615386,4362.427884615385,4270.4286858974365,3955.905448717949,4234.8798076923085,4201.858974358975
unfocussed,3761.967147435898,5146.862980769231,4344.735576923077,4148.381410256411,3818.3413461538466,4268.333333333334,4030.3725961538466
unfocussed,3938.373397435898,4982.760416666667,4160.3485576923085,4219.811698717949,4134.206730769231,4079.935897435898,3883.217147435898
unfocussed,4142.960737179487,4989.2548076923085,4235.641025641026,4333.49358974359,4225.008012820514,4073.5657051282055,4171.4423076923085
unfocussed,4110.544871794872,5059.743589743591,4338.197115384616,4329.186698717949,4125.060096153847,4179.995993589744,4256.478365384616
unfocussed,3893.108974358975,5190.284455128206,4398.9423076923085,4221.069711538462,3853.445512820513,4297.075320512821,4129.106570512821
unfocussed,3855.649038461539,4965.813301282052,4194.302884615385,4219.563301282052,3993.401442307693,4084.631410256411,3905.620993589744
unfocussed,4095.1442307692314,4946.830929487181,4264.535256410257,4293.39342948718,4158.641826923077,4101.923076923077,4141.101762820514
unfocussed,4068.713942307693,5039.751602564103,4333.894230769231,4307.540064102564,4096.862980769231,4199.903846153847,4153.974358974359
unfocussed,4000.572916666667,5092.163461538462,4360.500801282052,4276.67467948718,4007.0793269230776,4242.179487179487,4136.6786858974365
unfocussed,3756.5785256410263,5142.840544871796,4360.945512820514,4136.562500000001,3794.8357371794878,4265.444711538462,3951.442307692308
